-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2010 through 12/31/2020 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2010,10.0,76.25,0.6,0.04,1.37,5.32,7.37,19.86,15.84,8.12,11.33,17.15,9.39,2.04,8.23
PRECTOTCORR,2010,10.0,76.875,0.5,0.03,1.1,3.8,5.47,13.04,10.57,5.97,8.38,13.53,9.61,2.24,6.21
PRECTOTCORR,2010,10.0,77.5,0.36,0.01,0.42,1.41,2.77,4.03,3.19,2.28,4.08,6.48,10.11,2.43,3.14
PRECTOTCORR,2010,10.0,78.125,0.27,0.0,0.14,0.77,2.39,2.32,1.62,1.78,4.24,4.89,12.54,3.26,2.85
PRECTOTCORR,2010,10.0,78.75,0.34,0.0,0.08,0.75,2.15,1.87,1.43,2.39,4.72,5.11,13.62,4.15,3.05
PRECTOTCORR,2010,10.0,79.375,0.74,0.05,0.1,1.34,2.2,1.82,1.19,3.71,5.24,5.22,14.95,7.31,3.66
PRECTOTCORR,2010,10.0,80.0,1.26,0.17,0.39,2.5,2.89,2.39,1.69,4.39,4.96,5.07,14.78,10.58,4.27
PRECTOTCORR,2010,10.5,76.25,0.38,0.02,0.73,4.62,5.93,19.19,14.19,7.3,9.08,13.91,9.5,1.34,7.2
PRECTOTCORR,2010,10.5,76.875,0.29,0.01,0.56,2.9,4.01,10.55,7.89,4.94,5.92,10.28,9.38,1.5,4.87
PRECTOTCORR,2010,10.5,77.5,0.18,0.0,0.2,1.12,2.45,3.06,2.27,2.38,3.0,5.21,9.16,2.04,2.59
PRECTOTCORR,2010,10.5,78.125,0.23,0.0,0.06,0.85,2.59,2.36,1.47,2.2,3.67,4.48,11.15,3.32,2.7
PRECTOTCORR,2010,10.5,78.75,0.31,0.0,0.04,0.94,2.5,2.23,1.35,2.73,4.04,4.46,11.87,4.08,2.88
PRECTOTCORR,2010,10.5,79.375,0.67,0.07,0.07,1.49,2.41,2.64,1.25,4.11,4.72,4.5,13.71,7.03,3.56
PRECTOTCORR,2010,10.5,80.0,0.96,0.22,0.31,2.12,2.73,3.02,2.02,4.47,4.25,4.7,12.92,9.18,3.92
PRECTOTCORR,2010,11.0,76.25,0.18,0.01,0.29,4.02,4.79,17.97,13.92,7.37,7.3,11.37,8.87,0.91,6.44
PRECTOTCORR,2010,11.0,76.875,0.13,0.01,0.21,2.33,2.95,7.48,5.51,4.22,3.67,7.37,8.53,1.09,3.63
PRECTOTCORR,2010,11.0,77.5,0.1,0.0,0.08,1.14,2.48,2.39,1.86,3.1,2.12,4.38,8.38,1.85,2.33
PRECTOTCORR,2010,11.0,78.125,0.23,0.0,0.03,0.96,2.77,2.49,1.69,3.34,3.01,4.19,9.96,3.35,2.67
PRECTOTCORR,2010,11.0,78.75,0.29,0.0,0.02,1.12,2.82,2.63,1.64,3.73,3.35,4.2,10.63,3.94,2.87
PRECTOTCORR,2010,11.0,79.375,0.61,0.06,0.03,1.42,2.37,3.09,1.43,4.7,4.16,4.32,12.96,6.76,3.5
PRECTOTCORR,2010,11.0,80.0,0.74,0.18,0.16,1.58,2.39,2.96,2.12,4.41,3.78,4.65,11.98,8.26,3.61
PRECTOTCORR,2010,11.5,76.25,0.05,0.01,0.11,3.92,4.33,16.39,15.78,8.99,7.18,9.86,7.95,0.63,6.29
PRECTOTCORR,2010,11.5,76.875,0.03,0.0,0.07,2.69,2.72,5.51,4.73,4.37,2.99,5.65,7.45,0.8,3.09
PRECTOTCORR,2010,11.5,77.5,0.06,0.0,0.04,1.62,2.93,2.54,2.25,4.35,2.2,4.2,7.9,1.65,2.49
PRECTOTCORR,2010,11.5,78.125,0.24,0.0,0.02,1.11,3.09,2.94,2.39,4.97,2.94,4.28,9.5,3.28,2.91
PRECTOTCORR,2010,11.5,78.75,0.27,0.0,0.02,1.32,3.16,3.11,2.34,5.2,3.24,4.33,9.96,3.64,3.06
PRECTOTCORR,2010,11.5,79.375,0.59,0.03,0.02,1.25,2.34,3.35,1.89,5.5,4.0,4.7,12.85,6.5,3.59
PRECTOTCORR,2010,11.5,80.0,0.69,0.1,0.1,1.38,2.38,3.04,2.35,4.89,3.99,5.2,12.72,7.97,3.75
PRECTOTCORR,2010,12.0,76.25,0.01,0.01,0.08,3.98,4.07,13.6,17.97,11.28,8.09,8.45,6.88,0.46,6.27
PRECTOTCORR,2010,12.0,76.875,0.01,0.0,0.07,3.7,2.88,4.3,4.79,4.93,3.6,4.71,6.23,0.55,2.99
PRECTOTCORR,2010,12.0,77.5,0.06,0.0,0.06,2.48,3.26,3.0,2.84,5.2,3.16,4.15,6.87,1.29,2.71
PRECTOTCORR,2010,12.0,78.125,0.3,0.0,0.03,1.34,3.29,3.45,3.12,5.93,3.5,4.38,8.77,2.95,3.1
PRECTOTCORR,2010,12.0,78.75,0.28,0.0,0.04,1.62,3.25,3.48,2.99,5.98,3.72,4.41,8.82,3.08,3.15
PRECTOTCORR,2010,12.0,79.375,0.62,0.01,0.01,1.0,2.4,3.56,2.53,5.8,4.21,4.94,12.16,5.97,3.61
PRECTOTCORR,2010,12.0,80.0,0.68,0.04,0.06,1.0,2.64,3.42,2.67,5.42,4.52,5.59,13.27,7.68,3.93
PRECTOTCORR,2010,9.0,76.25,1.9,0.05,1.8,5.05,7.21,13.04,11.78,6.08,8.18,14.81,8.78,3.56,6.89
PRECTOTCORR,2010,9.0,76.875,2.04,0.03,1.5,4.27,6.02,9.99,8.99,4.72,6.88,13.92,8.73,4.73,6.02
PRECTOTCORR,2010,9.0,77.5,1.56,0.01,0.87,2.38,2.68,3.68,3.35,1.7,3.53,7.46,9.06,4.13,3.38
PRECTOTCORR,2010,9.0,78.125,0.87,0.0,0.51,1.27,1.22,1.08,1.23,1.06,2.95,4.47,10.76,3.6,2.42
PRECTOTCORR,2010,9.0,78.75,0.77,0.0,0.26,1.01,1.24,0.88,1.16,1.54,3.67,5.23,13.76,4.4,2.83
PRECTOTCORR,2010,9.0,79.375,0.93,0.02,0.22,1.39,1.33,0.42,0.82,2.05,4.28,5.51,14.53,7.27,3.24
PRECTOTCORR,2010,9.0,80.0,1.49,0.06,0.45,2.48,1.8,0.29,0.59,2.33,5.03,4.35,13.47,10.86,3.61
PRECTOTCORR,2010,9.5,76.25,0.96,0.06,1.87,5.46,7.9,17.4,15.17,7.97,11.18,17.94,8.6,2.95,8.16
PRECTOTCORR,2010,9.5,76.875,0.96,0.04,1.52,4.29,6.23,12.54,10.99,6.0,8.81,14.94,8.99,3.42,6.59
PRECTOTCORR,2010,9.5,77.5,0.8,0.01,0.68,1.88,2.9,4.24,3.64,2.11,4.3,7.32,10.07,3.19,3.44
PRECTOTCORR,2010,9.5,78.125,0.47,0.0,0.3,0.87,1.88,1.86,1.58,1.51,3.99,4.87,12.48,3.3,2.76
PRECTOTCORR,2010,9.5,78.75,0.46,0.0,0.15,0.69,1.65,1.38,1.46,2.13,4.65,5.53,14.43,4.22,3.06
PRECTOTCORR,2010,9.5,79.375,0.79,0.02,0.09,1.06,1.64,0.85,1.0,3.0,5.07,5.71,15.41,7.46,3.51
PRECTOTCORR,2010,9.5,80.0,1.42,0.06,0.31,2.11,2.28,1.0,0.88,3.39,5.13,4.82,15.04,11.36,4.0
PRECTOTCORR,2011,10.0,76.25,0.41,4.1,1.01,4.18,7.23,16.49,11.51,11.85,10.54,5.28,5.46,2.67,6.72
PRECTOTCORR,2011,10.0,76.875,0.38,3.36,0.71,3.49,5.51,10.77,7.52,7.91,7.34,5.88,5.38,2.41,5.05
PRECTOTCORR,2011,10.0,77.5,0.17,1.74,0.19,2.1,2.73,2.33,2.55,2.52,3.29,6.27,4.44,1.34,2.47
PRECTOTCORR,2011,10.0,78.125,0.16,1.01,0.03,1.79,2.17,0.4,1.75,1.84,3.77,6.7,5.34,1.11,2.17
PRECTOTCORR,2011,10.0,78.75,0.4,0.73,0.02,2.24,1.7,0.31,1.39,1.61,3.43,6.78,7.26,2.05,2.33
PRECTOTCORR,2011,10.0,79.375,1.3,0.52,0.07,3.44,1.05,0.3,1.0,1.59,2.73,7.54,10.77,4.09,2.87
PRECTOTCORR,2011,10.0,80.0,3.28,1.67,0.26,5.15,1.11,0.69,1.14,2.14,1.94,8.34,11.31,5.54,3.55
PRECTOTCORR,2011,10.5,76.25,0.16,3.0,0.81,4.15,5.82,15.73,11.23,10.68,9.33,6.46,4.86,1.24,6.12
PRECTOTCORR,2011,10.5,76.875,0.16,2.56,0.6,3.53,4.29,8.81,5.94,5.93,5.65,6.49,5.05,1.18,4.18
PRECTOTCORR,2011,10.5,77.5,0.11,1.33,0.18,2.36,2.21,1.78,1.99,2.11,3.0,6.02,4.69,0.86,2.22
PRECTOTCORR,2011,10.5,78.125,0.14,0.75,0.03,1.91,1.88,0.48,1.87,2.29,4.47,6.36,5.68,0.98,2.24
PRECTOTCORR,2011,10.5,78.75,0.27,0.56,0.03,2.07,1.61,0.43,1.71,2.2,4.37,6.54,6.85,1.48,2.35
PRECTOTCORR,2011,10.5,79.375,0.91,0.42,0.07,2.54,1.23,0.42,1.53,2.27,3.9,7.47,9.47,2.95,2.77
PRECTOTCORR,2011,10.5,80.0,2.23,1.02,0.25,3.79,1.27,0.82,1.53,2.63,2.41,7.59,9.06,4.08,3.06
PRECTOTCORR,2011,11.0,76.25,0.05,1.58,0.45,4.0,4.15,14.53,11.87,10.32,8.41,6.77,4.54,0.61,5.61
PRECTOTCORR,2011,11.0,76.875,0.05,1.49,0.36,3.66,2.74,6.15,4.34,4.08,3.89,6.41,4.92,0.63,3.23
PRECTOTCORR,2011,11.0,77.5,0.08,0.86,0.14,2.97,1.58,1.3,1.61,1.87,2.56,6.01,4.98,0.67,2.05
PRECTOTCORR,2011,11.0,78.125,0.22,0.48,0.03,2.34,1.36,0.57,2.02,2.6,4.43,6.27,5.89,1.06,2.28
PRECTOTCORR,2011,11.0,78.75,0.28,0.39,0.03,2.4,1.3,0.54,2.03,2.66,4.61,6.56,6.63,1.31,2.4
PRECTOTCORR,2011,11.0,79.375,0.81,0.32,0.05,2.24,1.08,0.47,1.94,2.69,4.48,7.68,9.03,2.63,2.79
PRECTOTCORR,2011,11.0,80.0,1.43,0.51,0.17,2.97,1.12,0.7,1.78,2.74,2.56,7.23,8.72,3.37,2.78
PRECTOTCORR,2011,11.5,76.25,0.01,0.68,0.19,3.91,3.18,13.34,13.6,11.25,8.2,6.29,3.98,0.35,5.43
PRECTOTCORR,2011,11.5,76.875,0.02,0.74,0.17,3.93,1.87,4.13,3.7,3.51,3.04,5.56,4.26,0.43,2.62
PRECTOTCORR,2011,11.5,77.5,0.08,0.54,0.09,3.69,1.26,1.02,1.75,2.2,2.53,5.86,4.66,0.6,2.03
PRECTOTCORR,2011,11.5,78.125,0.32,0.37,0.03,2.97,1.02,0.62,2.4,3.01,4.17,6.39,5.68,1.23,2.36
PRECTOTCORR,2011,11.5,78.75,0.38,0.32,0.02,3.0,1.04,0.62,2.41,3.08,4.43,6.64,6.15,1.39,2.46
PRECTOTCORR,2011,11.5,79.375,1.02,0.33,0.03,2.41,0.81,0.53,2.46,3.07,4.85,8.25,9.09,2.94,2.99
PRECTOTCORR,2011,11.5,80.0,1.39,0.39,0.11,2.77,0.95,0.7,2.36,2.94,3.21,8.04,9.55,3.44,3.0
PRECTOTCORR,2011,12.0,76.25,0.0,0.34,0.1,3.84,2.75,11.56,14.83,12.27,8.06,5.45,3.16,0.18,5.24
PRECTOTCORR,2011,12.0,76.875,0.0,0.42,0.09,4.18,1.74,2.9,3.48,3.78,2.91,4.41,3.03,0.27,2.27
PRECTOTCORR,2011,12.0,77.5,0.06,0.43,0.05,3.99,1.3,0.88,2.01,2.84,2.8,5.07,3.46,0.52,1.95
PRECTOTCORR,2011,12.0,78.125,0.34,0.43,0.01,3.32,0.94,0.64,2.84,3.54,4.06,6.14,4.75,1.32,2.37
PRECTOTCORR,2011,12.0,78.75,0.4,0.39,0.01,3.29,0.98,0.64,2.7,3.49,4.17,6.19,4.99,1.41,2.4
PRECTOTCORR,2011,12.0,79.375,1.15,0.48,0.01,2.5,0.65,0.63,3.18,3.64,5.14,8.44,8.7,3.34,3.17
PRECTOTCORR,2011,12.0,80.0,1.5,0.46,0.06,2.43,0.74,0.89,3.36,3.57,4.28,9.1,10.83,4.22,3.47
PRECTOTCORR,2011,9.0,76.25,0.58,4.3,0.6,4.5,5.13,10.57,7.16,7.73,7.27,4.42,7.29,6.71,5.51
PRECTOTCORR,2011,9.0,76.875,0.62,3.23,0.26,3.95,3.35,8.93,5.11,5.6,5.46,5.16,7.26,6.49,4.61
PRECTOTCORR,2011,9.0,77.5,0.29,1.8,0.05,2.0,1.4,3.11,1.81,1.82,1.87,6.79,5.44,3.36,2.48
PRECTOTCORR,2011,9.0,78.125,0.36,0.82,0.01,1.35,0.86,0.53,0.73,0.6,0.88,7.09,5.81,1.96,1.75
PRECTOTCORR,2011,9.0,78.75,0.86,0.8,0.06,2.52,0.84,0.34,0.6,0.59,0.94,6.95,8.13,3.12,2.15
PRECTOTCORR,2011,9.0,79.375,2.3,1.38,0.14,4.83,0.36,0.15,0.3,0.76,0.57,6.96,11.7,5.08,2.87
PRECTOTCORR,2011,9.0,80.0,5.26,4.01,0.33,6.67,0.19,0.07,0.33,1.7,0.35,7.53,13.68,6.18,3.84
PRECTOTCORR,2011,9.5,76.25,0.65,4.23,0.85,4.17,6.92,14.54,10.12,10.99,9.97,4.19,6.56,4.83,6.5
PRECTOTCORR,2011,9.5,76.875,0.59,3.42,0.54,3.55,5.15,10.55,7.19,7.84,7.29,5.22,6.29,4.35,5.16
PRECTOTCORR,2011,9.5,77.5,0.24,1.88,0.12,2.01,2.45,2.76,2.49,2.42,2.83,6.64,4.67,2.2,2.56
PRECTOTCORR,2011,9.5,78.125,0.25,1.03,0.01,1.66,1.78,0.39,1.34,1.18,2.32,6.99,5.34,1.48,1.98
PRECTOTCORR,2011,9.5,78.75,0.63,0.76,0.02,2.56,1.38,0.25,1.0,0.99,2.02,7.02,7.89,2.8,2.28
PRECTOTCORR,2011,9.5,79.375,1.76,0.72,0.06,4.44,0.6,0.13,0.48,0.9,1.31,7.37,12.17,5.29,2.94
PRECTOTCORR,2011,9.5,80.0,4.08,2.4,0.21,6.12,0.48,0.23,0.49,1.52,0.95,8.11,14.19,6.94,3.8
PRECTOTCORR,2012,10.0,76.25,0.05,0.72,1.26,8.81,4.26,10.26,7.22,10.95,5.87,6.83,4.43,0.4,5.09
PRECTOTCORR,2012,10.0,76.875,0.06,0.49,1.21,6.4,3.38,6.41,4.67,7.74,4.2,6.64,3.22,0.41,3.74
PRECTOTCORR,2012,10.0,77.5,0.11,0.12,0.72,2.79,2.14,1.81,1.26,3.19,1.93,6.37,1.17,0.39,1.84
PRECTOTCORR,2012,10.0,78.125,0.19,0.01,0.37,2.08,2.13,1.32,0.65,2.6,2.01,7.19,0.84,0.6,1.68
PRECTOTCORR,2012,10.0,78.75,0.31,0.01,0.4,1.79,1.73,1.16,0.57,2.14,2.33,8.06,1.31,1.31,1.77
PRECTOTCORR,2012,10.0,79.375,0.52,0.08,0.41,1.55,1.18,0.98,0.62,1.58,3.37,11.37,2.12,3.31,2.27
PRECTOTCORR,2012,10.0,80.0,0.59,0.41,0.61,1.96,0.91,0.89,0.87,1.49,3.72,14.38,3.0,6.21,2.94
PRECTOTCORR,2012,10.5,76.25,0.03,0.44,0.68,6.88,3.1,10.56,6.43,9.47,4.74,6.77,3.89,0.31,4.44
PRECTOTCORR,2012,10.5,76.875,0.03,0.29,0.66,4.79,2.33,5.33,3.37,5.49,2.93,6.25,2.49,0.28,2.86
PRECTOTCORR,2012,10.5,77.5,0.07,0.07,0.42,2.14,1.76,1.62,1.03,2.45,1.9,5.86,0.76,0.23,1.53
PRECTOTCORR,2012,10.5,78.125,0.17,0.0,0.22,1.69,2.3,1.86,0.95,2.82,2.48,7.13,0.53,0.38,1.72
PRECTOTCORR,2012,10.5,78.75,0.23,0.0,0.27,1.46,2.13,1.8,0.95,2.6,2.87,8.05,0.77,0.73,1.83
PRECTOTCORR,2012,10.5,79.375,0.39,0.08,0.33,1.23,1.65,1.52,1.06,2.23,3.86,12.0,1.31,1.91,2.31
PRECTOTCORR,2012,10.5,80.0,0.44,0.37,0.54,1.6,1.21,0.99,1.12,1.84,3.6,13.71,2.19,3.84,2.64
PRECTOTCORR,2012,11.0,76.25,0.01,0.22,0.28,4.63,1.93,11.3,6.39,8.98,4.47,6.14,3.4,0.21,4.0
PRECTOTCORR,2012,11.0,76.875,0.02,0.12,0.25,2.96,1.41,4.15,2.3,3.52,2.22,5.81,1.7,0.2,2.06
PRECTOTCORR,2012,11.0,77.5,0.05,0.02,0.18,1.72,1.55,1.37,1.09,1.83,2.41,6.09,0.49,0.22,1.43
PRECTOTCORR,2012,11.0,78.125,0.14,0.0,0.14,1.42,2.22,1.99,1.43,2.73,3.32,7.68,0.43,0.36,1.83
PRECTOTCORR,2012,11.0,78.75,0.19,0.0,0.15,1.35,2.23,2.05,1.47,2.75,3.67,8.66,0.5,0.51,1.97
PRECTOTCORR,2012,11.0,79.375,0.32,0.04,0.23,1.01,1.67,1.67,1.56,2.52,4.0,12.81,0.84,1.28,2.35
PRECTOTCORR,2012,11.0,80.0,0.37,0.2,0.37,1.27,1.15,0.85,1.31,1.79,3.26,12.61,1.64,2.69,2.31
PRECTOTCORR,2012,11.5,76.25,0.0,0.1,0.08,3.77,1.21,11.85,7.38,10.37,5.27,5.46,3.2,0.19,4.07
PRECTOTCORR,2012,11.5,76.875,0.01,0.04,0.06,2.29,1.0,3.33,1.92,2.91,2.37,5.31,1.18,0.21,1.72
PRECTOTCORR,2012,11.5,77.5,0.03,0.0,0.05,1.74,1.57,1.26,1.4,1.79,3.31,6.48,0.38,0.29,1.53
PRECTOTCORR,2012,11.5,78.125,0.1,0.0,0.07,1.47,2.03,1.86,2.03,2.72,4.3,8.52,0.48,0.51,2.02
PRECTOTCORR,2012,11.5,78.75,0.13,0.0,0.07,1.44,2.06,1.89,2.03,2.79,4.46,9.26,0.48,0.55,2.11
PRECTOTCORR,2012,11.5,79.375,0.26,0.02,0.15,0.89,1.38,1.59,2.18,2.8,3.94,13.76,0.79,1.23,2.44
PRECTOTCORR,2012,11.5,80.0,0.34,0.09,0.27,1.07,0.96,0.97,1.81,2.12,3.14,13.25,1.47,2.33,2.34
PRECTOTCORR,2012,12.0,76.25,0.0,0.04,0.01,3.84,0.8,11.24,8.46,12.7,6.41,4.81,3.01,0.24,4.3
PRECTOTCORR,2012,12.0,76.875,0.0,0.01,0.01,2.52,0.99,2.56,1.88,3.22,2.77,4.53,1.02,0.28,1.65
PRECTOTCORR,2012,12.0,77.5,0.01,0.0,0.02,1.77,1.66,1.16,1.6,2.13,3.52,5.99,0.49,0.39,1.57
PRECTOTCORR,2012,12.0,78.125,0.07,0.0,0.04,1.48,1.91,1.8,2.46,2.91,4.4,8.55,0.71,0.75,2.1
PRECTOTCORR,2012,12.0,78.75,0.08,0.0,0.04,1.39,1.85,1.64,2.34,2.88,4.32,8.79,0.67,0.72,2.07
PRECTOTCORR,2012,12.0,79.375,0.24,0.0,0.08,0.8,1.17,1.67,2.78,3.3,3.65,13.69,1.06,1.53,2.52
PRECTOTCORR,2012,12.0,80.0,0.45,0.05,0.17,0.79,0.74,1.28,2.51,2.91,3.3,14.31,1.51,2.72,2.58
PRECTOTCORR,2012,9.0,76.25,0.16,0.72,1.93,6.93,3.38,6.44,6.14,8.02,5.11,6.87,3.79,0.98,4.21
PRECTOTCORR,2012,9.0,76.875,0.15,0.46,1.5,5.44,3.34,4.77,4.9,6.76,3.77,7.09,3.97,1.27,3.63
PRECTOTCORR,2012,9.0,77.5,0.35,0.14,1.15,2.67,2.49,1.36,1.63,2.61,1.27,7.97,2.96,1.47,2.18
PRECTOTCORR,2012,9.0,78.125,0.53,0.04,0.92,1.6,1.71,0.26,0.25,0.96,0.76,8.17,2.48,1.83,1.64
PRECTOTCORR,2012,9.0,78.75,0.63,0.09,0.74,1.85,1.05,0.24,0.19,0.86,1.16,8.82,2.64,3.1,1.79
PRECTOTCORR,2012,9.0,79.375,0.96,0.2,0.71,2.09,0.35,0.13,0.18,0.44,1.63,10.74,3.45,6.94,2.34
PRECTOTCORR,2012,9.0,80.0,1.1,0.48,0.74,2.55,0.08,0.06,0.4,0.18,1.96,12.87,4.48,12.5,3.14
PRECTOTCORR,2012,9.5,76.25,0.09,0.85,1.81,8.4,4.42,8.94,7.19,10.7,6.34,6.48,4.28,0.54,5.0
PRECTOTCORR,2012,9.5,76.875,0.1,0.57,1.59,6.36,3.79,6.22,5.19,8.23,4.72,6.82,3.6,0.7,4.0
PRECTOTCORR,2012,9.5,77.5,0.2,0.15,1.0,2.98,2.44,1.67,1.49,3.23,1.79,7.29,1.91,0.82,2.09
PRECTOTCORR,2012,9.5,78.125,0.32,0.02,0.65,2.02,1.85,0.66,0.4,1.85,1.45,7.63,1.52,1.12,1.64
PRECTOTCORR,2012,9.5,78.75,0.47,0.02,0.53,1.97,1.29,0.52,0.3,1.42,1.73,8.53,2.08,2.17,1.76
PRECTOTCORR,2012,9.5,79.375,0.77,0.08,0.46,1.8,0.55,0.34,0.26,0.73,2.47,10.83,2.97,5.33,2.23
PRECTOTCORR,2012,9.5,80.0,0.85,0.31,0.5,2.1,0.29,0.32,0.46,0.56,3.05,13.15,3.71,9.65,2.93
PRECTOTCORR,2013,10.0,76.25,0.1,2.62,1.51,0.58,6.79,29.97,18.71,8.97,6.7,6.87,6.67,1.54,7.59
PRECTOTCORR,2013,10.0,76.875,0.06,2.34,1.36,0.7,5.09,19.32,11.94,7.16,5.0,6.29,5.76,1.51,5.55
PRECTOTCORR,2013,10.0,77.5,0.09,1.34,0.93,0.67,1.91,3.57,2.14,4.69,2.22,4.96,3.33,1.64,2.3
PRECTOTCORR,2013,10.0,78.125,0.21,0.87,0.79,0.47,1.15,0.32,0.14,4.42,2.15,4.89,2.96,2.5,1.75
PRECTOTCORR,2013,10.0,78.75,0.51,1.09,1.01,0.38,1.07,0.26,0.1,3.65,2.31,4.44,3.38,3.54,1.82
PRECTOTCORR,2013,10.0,79.375,1.33,1.92,1.76,0.54,1.33,0.43,0.27,2.67,3.4,3.7,4.8,4.72,2.24
PRECTOTCORR,2013,10.0,80.0,2.39,3.49,2.79,1.16,2.54,1.24,0.93,2.2,3.92,3.46,5.51,4.82,2.86
PRECTOTCORR,2013,10.5,76.25,0.05,2.04,1.08,0.41,5.21,24.63,16.44,7.59,5.56,6.39,4.93,1.31,6.31
PRECTOTCORR,2013,10.5,76.875,0.03,1.95,0.89,0.52,3.65,13.43,8.56,5.17,3.85,5.52,4.09,1.28,4.08
PRECTOTCORR,2013,10.5,77.5,0.05,1.26,0.57,0.46,1.48,2.32,1.33,3.45,2.33,4.05,2.76,1.27,1.78
PRECTOTCORR,2013,10.5,78.125,0.11,0.74,0.55,0.31,1.14,0.6,0.22,3.82,3.09,4.19,3.31,1.83,1.66
PRECTOTCORR,2013,10.5,78.75,0.25,0.79,0.66,0.28,1.08,0.57,0.23,3.52,3.38,3.96,3.73,2.42,1.74
PRECTOTCORR,2013,10.5,79.375,0.63,1.13,1.19,0.39,1.14,0.79,0.56,3.34,4.17,3.6,5.02,3.82,2.15
PRECTOTCORR,2013,10.5,80.0,1.13,1.95,1.95,0.96,2.21,1.46,1.56,2.55,3.8,3.59,4.97,4.9,2.59
PRECTOTCORR,2013,11.0,76.25,0.02,1.56,0.97,0.32,4.2,21.45,17.68,7.43,5.29,5.74,3.74,0.91,5.79
PRECTOTCORR,2013,11.0,76.875,0.01,1.48,0.67,0.45,2.71,8.33,6.18,3.53,3.26,4.61,3.0,0.92,2.93
PRECTOTCORR,2013,11.0,77.5,0.02,1.07,0.37,0.43,1.31,1.74,0.92,2.57,2.93,3.53,2.5,0.89,1.52
PRECTOTCORR,2013,11.0,78.125,0.04,0.59,0.44,0.28,1.08,1.25,0.49,3.4,4.1,3.63,3.44,1.26,1.67
PRECTOTCORR,2013,11.0,78.75,0.09,0.56,0.49,0.26,1.09,1.25,0.53,3.47,4.4,3.64,3.86,1.63,1.78
PRECTOTCORR,2013,11.0,79.375,0.23,0.6,0.88,0.29,0.92,1.37,0.93,3.87,4.65,3.5,5.06,3.08,2.12
PRECTOTCORR,2013,11.0,80.0,0.39,0.91,1.29,0.79,1.77,1.48,2.08,2.91,3.75,3.97,4.63,4.55,2.39
PRECTOTCORR,2013,11.5,76.25,0.0,1.11,1.13,0.34,3.89,21.25,23.39,9.44,6.12,5.34,2.91,0.58,6.32
PRECTOTCORR,2013,11.5,76.875,0.0,0.93,0.63,0.49,2.66,5.9,5.86,3.16,3.57,4.02,2.44,0.6,2.53
PRECTOTCORR,2013,11.5,77.5,0.0,0.76,0.3,0.48,1.72,1.98,1.18,2.74,4.22,3.5,2.35,0.6,1.65
PRECTOTCORR,2013,11.5,78.125,0.01,0.48,0.42,0.33,1.24,2.11,0.99,3.87,5.36,3.48,3.16,0.88,1.86
PRECTOTCORR,2013,11.5,78.75,0.03,0.42,0.46,0.31,1.34,2.13,1.05,3.98,5.56,3.54,3.52,1.12,1.96
PRECTOTCORR,2013,11.5,79.375,0.08,0.44,0.89,0.25,0.9,2.22,1.39,4.59,5.25,3.47,4.83,2.32,2.22
PRECTOTCORR,2013,11.5,80.0,0.12,0.57,1.03,0.64,1.66,2.06,2.44,3.73,4.21,4.55,4.73,3.69,2.46
PRECTOTCORR,2013,12.0,76.25,0.0,0.78,1.33,0.46,3.79,21.01,29.35,12.22,7.36,4.84,2.17,0.37,7.02
PRECTOTCORR,2013,12.0,76.875,0.0,0.46,0.66,0.62,3.31,4.85,6.36,3.45,4.61,3.58,2.1,0.36,2.54
PRECTOTCORR,2013,12.0,77.5,0.0,0.45,0.31,0.56,2.84,2.37,1.91,3.26,5.92,3.47,2.16,0.37,1.97
PRECTOTCORR,2013,12.0,78.125,0.0,0.49,0.48,0.45,1.88,2.75,1.63,4.6,6.7,3.43,2.66,0.58,2.14
PRECTOTCORR,2013,12.0,78.75,0.01,0.4,0.5,0.42,2.11,2.73,1.75,4.54,6.8,3.43,2.9,0.71,2.2
PRECTOTCORR,2013,12.0,79.375,0.03,0.51,1.02,0.28,1.18,2.96,1.89,5.39,6.1,3.38,4.29,1.57,2.39
PRECTOTCORR,2013,12.0,80.0,0.05,0.51,1.15,0.44,1.6,2.98,2.65,4.92,5.15,4.77,4.88,2.76,2.66
PRECTOTCORR,2013,9.0,76.25,0.18,3.01,2.93,1.48,5.98,23.71,14.07,7.3,6.52,5.9,9.1,1.24,6.78
PRECTOTCORR,2013,9.0,76.875,0.12,2.28,2.46,1.74,5.01,18.41,10.45,5.9,5.79,6.28,8.78,1.31,5.71
PRECTOTCORR,2013,9.0,77.5,0.19,1.25,2.05,1.9,2.19,5.22,2.79,3.33,2.2,5.37,6.14,1.7,2.86
PRECTOTCORR,2013,9.0,78.125,0.43,1.06,1.88,1.42,1.11,0.45,0.3,2.13,0.6,4.5,4.59,2.89,1.79
PRECTOTCORR,2013,9.0,78.75,1.08,1.53,2.05,0.84,1.02,0.26,0.16,1.82,0.82,4.33,4.2,4.6,1.9
PRECTOTCORR,2013,9.0,79.375,2.51,2.78,3.06,0.85,1.3,0.16,0.17,1.16,1.8,3.5,5.04,5.55,2.32
